clip,start,,,,id
3002_30_MINUTES_OR_LESS_00.21.31.920-00.21.36.392,00.21.31.920,00.21.36.392,00.21.31.920,00.21.36.392,_
3002_30_MINUTES_OR_LESS_00.21.34.892-00.21.43.351,00.21.34.892,00.21.43.351,00.21.34.892,00.21.43.351,_
3002_30_MINUTES_OR_LESS_00.21.43.351-00.21.49.861,00.21.43.351,00.21.49.861,00.21.43.351,00.21.49.861,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.21.55.689-00.21.57.979,00.21.55.689,00.21.57.979,00.21.55.689,00.21.57.979,_
3002_30_MINUTES_OR_LESS_00.22.05.000-00.22.12.207,00.22.05.000,00.22.12.207,00.22.05.000,00.22.12.207,_
3002_30_MINUTES_OR_LESS_00.22.17.900-00.22.21.348,00.22.17.900,00.22.21.348,00.22.17.900,00.22.21.348,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.22.25.000-00.22.34.290,00.22.25.000,00.22.34.290,00.22.25.000,00.22.34.290,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.22.28.290-00.22.29.792,00.22.28.290,00.22.29.792,00.22.28.041,00.22.30.041,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.22.30.738-00.22.32.943,00.22.30.738,00.22.32.943,00.22.30.738,00.22.32.943,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.22.38.000-00.22.42.433,00.22.38.000,00.22.42.433,00.22.38.000,00.22.42.433,_
3002_30_MINUTES_OR_LESS_00.22.43.807-00.22.45.815,00.22.43.807,00.22.45.815,00.22.43.807,00.22.45.815,_
3002_30_MINUTES_OR_LESS_00.22.47.416-00.22.49.137,00.22.47.416,00.22.49.137,00.22.47.277,00.22.49.277,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.22.56.000-00.22.57.788,00.22.56.000,00.22.57.788,00.22.55.894,00.22.57.894,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.23.18.000-00.23.19.816,00.23.18.000,00.23.19.816,00.23.17.908,00.23.19.908,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.23.22.900-00.23.26.482,00.23.22.900,00.23.26.482,00.23.22.900,00.23.26.482,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.25.09.000-00.25.11.590,00.25.09.000,00.25.11.590,00.25.09.000,00.25.11.590,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.25.56.000-00.25.57.089,00.25.56.000,00.25.57.089,00.25.55.545,00.25.57.545,_
3002_30_MINUTES_OR_LESS_00.26.04.000-00.26.07.131,00.26.04.000,00.26.07.131,00.26.04.000,00.26.07.131,"[3002_PERSON10],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.26.18.700-00.26.20.686,00.26.18.700,00.26.20.686,00.26.18.693,00.26.20.693,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.26.22.000-00.26.25.380,00.26.22.000,00.26.25.380,00.26.22.000,00.26.25.380,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.26.36.000-00.26.37.219,00.26.36.000,00.26.37.219,00.26.35.610,00.26.37.610,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.26.48.524-00.26.49.463,00.26.48.524,00.26.49.463,00.26.47.994,00.26.49.994,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.27.06.900-00.27.09.358,00.27.06.900,00.27.09.358,00.27.06.900,00.27.09.358,_
3002_30_MINUTES_OR_LESS_00.27.29.700-00.27.32.184,00.27.29.700,00.27.32.184,00.27.29.700,00.27.32.184,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.27.32.184-00.27.36.457,00.27.32.184,00.27.36.457,00.27.32.184,00.27.36.457,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.27.40.600-00.27.44.846,00.27.40.600,00.27.44.846,00.27.40.600,00.27.44.846,_
3002_30_MINUTES_OR_LESS_00.28.03.000-00.28.04.025,00.28.03.000,00.28.04.025,00.28.02.513,00.28.04.513,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.29.32.700-00.29.38.853,00.29.32.700,00.29.38.853,00.29.32.700,00.29.38.853,_
3002_30_MINUTES_OR_LESS_00.29.38.853-00.29.43.329,00.29.38.853,00.29.43.329,00.29.38.853,00.29.43.329,_
3002_30_MINUTES_OR_LESS_00.29.45.065-00.29.49.089,00.29.45.065,00.29.49.089,00.29.45.065,00.29.49.089,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.30.15.000-00.30.19.900,00.30.15.000,00.30.19.900,00.30.15.000,00.30.19.900,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.30.49.000-00.30.50.347,00.30.49.000,00.30.50.347,00.30.48.674,00.30.50.674,_
3002_30_MINUTES_OR_LESS_00.31.06.000-00.31.12.194,00.31.06.000,00.31.12.194,00.31.06.000,00.31.12.194,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.31.25.000-00.31.30.629,00.31.25.000,00.31.30.629,00.31.25.000,00.31.30.629,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.31.33.231-00.31.34.792,00.31.33.231,00.31.34.792,00.31.33.012,00.31.35.012,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.32.42.935-00.32.44.365,00.32.42.935,00.32.44.365,00.32.42.650,00.32.44.650,_
3002_30_MINUTES_OR_LESS_00.32.49.864-00.32.54.957,00.32.49.864,00.32.54.957,00.32.49.864,00.32.54.957,_
3002_30_MINUTES_OR_LESS_00.32.56.547-00.33.01.451,00.32.56.547,00.33.01.451,00.32.56.547,00.33.01.451,"[3002_PERSON2],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.33.09.061-00.33.12.067,00.33.09.061,00.33.12.067,00.33.09.061,00.33.12.067,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.33.13.000-00.33.18.083,00.33.13.000,00.33.18.083,00.33.13.000,00.33.18.083,"[3002_PERSON10],[3002_PERSON3]"
3002_30_MINUTES_OR_LESS_00.33.48.312-00.33.51.524,00.33.48.312,00.33.51.524,00.33.48.312,00.33.51.524,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.34.35.409-00.34.39.699,00.34.35.409,00.34.39.699,00.34.35.409,00.34.39.699,_
3002_30_MINUTES_OR_LESS_00.34.38.199-00.34.42.838,00.34.38.199,00.34.42.838,00.34.38.199,00.34.42.838,_
3002_30_MINUTES_OR_LESS_00.34.55.000-00.34.56.282,00.34.55.000,00.34.56.282,00.34.54.641,00.34.56.641,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.35.46.549-00.35.48.815,00.35.46.549,00.35.48.815,00.35.46.549,00.35.48.815,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.36.49.000-00.36.51.469,00.36.49.000,00.36.51.469,00.36.49.000,00.36.51.469,_
3002_30_MINUTES_OR_LESS_00.37.21.000-00.37.23.750,00.37.21.000,00.37.23.750,00.37.21.000,00.37.23.750,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.37.27.849-00.37.30.329,00.37.27.849,00.37.30.329,00.37.27.849,00.37.30.329,_
3002_30_MINUTES_OR_LESS_00.37.30.629-00.37.35.124,00.37.30.629,00.37.35.124,00.37.30.629,00.37.35.124,"[3002_PERSON2],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.37.38.463-00.37.41.086,00.37.38.463,00.37.41.086,00.37.38.463,00.37.41.086,_
3002_30_MINUTES_OR_LESS_00.37.44.227-00.37.51.997,00.37.44.227,00.37.51.997,00.37.44.227,00.37.51.997,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.37.51.997-00.38.02.756,00.37.51.997,00.38.02.756,00.37.51.997,00.38.02.756,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.38.03.945-00.38.05.467,00.38.03.945,00.38.05.467,00.38.03.706,00.38.05.706,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.38.10.000-00.38.13.702,00.38.10.000,00.38.13.702,00.38.10.000,00.38.13.702,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.38.13.124-00.38.17.766,00.38.13.124,00.38.17.766,00.38.13.124,00.38.17.766,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.38.22.225-00.38.26.405,00.38.22.225,00.38.26.405,00.38.22.225,00.38.26.405,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.38.26.705-00.38.29.092,00.38.26.705,00.38.29.092,00.38.26.705,00.38.29.092,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.38.29.092-00.38.32.014,00.38.29.092,00.38.32.014,00.38.29.092,00.38.32.014,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.38.32.314-00.38.33.603,00.38.32.314,00.38.33.603,00.38.31.959,00.38.33.959,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.38.37.741-00.38.41.106,00.38.37.741,00.38.41.106,00.38.37.741,00.38.41.106,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.38.46.042-00.38.48.074,00.38.46.042,00.38.48.074,00.38.46.042,00.38.48.074,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.38.48.889-00.38.52.099,00.38.48.889,00.38.52.099,00.38.48.889,00.38.52.099,[3002_PERSON4]
3002_30_MINUTES_OR_LESS_00.38.52.099-00.38.54.439,00.38.52.099,00.38.54.439,00.38.52.099,00.38.54.439,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.38.55.754-00.38.57.053,00.38.55.754,00.38.57.053,00.38.55.404,00.38.57.404,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.39.45.000-00.39.52.787,00.39.45.000,00.39.52.787,00.39.45.000,00.39.52.787,[3002_PERSON4]
3002_30_MINUTES_OR_LESS_00.39.52.787-00.40.00.888,00.39.52.787,00.40.00.888,00.39.52.787,00.40.00.888,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.40.01.404-00.40.03.847,00.40.01.404,00.40.03.847,00.40.01.404,00.40.03.847,_
3002_30_MINUTES_OR_LESS_00.40.05.208-00.40.11.567,00.40.05.208,00.40.11.567,00.40.05.208,00.40.11.567,_
3002_30_MINUTES_OR_LESS_00.40.11.867-00.40.12.780,00.40.11.867,00.40.12.780,00.40.11.324,00.40.13.324,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.40.14.082-00.40.16.843,00.40.14.082,00.40.16.843,00.40.14.082,00.40.16.843,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.40.28.000-00.40.29.804,00.40.28.000,00.40.29.804,00.40.27.902,00.40.29.902,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.41.11.000-00.41.13.487,00.41.11.000,00.41.13.487,00.41.11.000,00.41.13.487,_
3002_30_MINUTES_OR_LESS_00.41.25.000-00.41.32.392,00.41.25.000,00.41.32.392,00.41.25.000,00.41.32.392,"[3002_PERSON3],[3002_PERSON10],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.41.50.100-00.41.54.382,00.41.50.100,00.41.54.382,00.41.50.100,00.41.54.382,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.41.56.435-00.42.02.947,00.41.56.435,00.42.02.947,00.41.56.435,00.42.02.947,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.42.04.917-00.42.09.407,00.42.04.917,00.42.09.407,00.42.04.917,00.42.09.407,"[3002_PERSON7],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.42.09.707-00.42.14.549,00.42.09.707,00.42.14.549,00.42.09.707,00.42.14.549,"[3002_PERSON7],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.42.21.000-00.42.23.707,00.42.21.000,00.42.23.707,00.42.21.000,00.42.23.707,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.42.24.007-00.42.26.218,00.42.24.007,00.42.26.218,00.42.24.007,00.42.26.218,[3002_PERSON6]
3002_30_MINUTES_OR_LESS_00.42.26.218-00.42.28.164,00.42.26.218,00.42.28.164,00.42.26.191,00.42.28.191,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.42.28.780-00.42.32.073,00.42.28.780,00.42.32.073,00.42.28.780,00.42.32.073,"[3002_PERSON7],[3002_PERSON6]"
3002_30_MINUTES_OR_LESS_00.43.40.102-00.43.41.948,00.43.40.102,00.43.41.948,00.43.40.025,00.43.42.025,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.43.47.449-00.43.50.402,00.43.47.449,00.43.50.402,00.43.47.449,00.43.50.402,"[3002_PERSON7],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.43.58.304-00.43.58.973,00.43.58.304,00.43.58.973,00.43.57.639,00.43.59.639,_
3002_30_MINUTES_OR_LESS_00.44.29.617-00.44.35.387,00.44.29.617,00.44.35.387,00.44.29.617,00.44.35.387,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.44.37.000-00.44.39.041,00.44.37.000,00.44.39.041,00.44.37.000,00.44.39.041,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.44.41.558-00.44.43.682,00.44.41.558,00.44.43.682,00.44.41.558,00.44.43.682,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.44.44.373-00.44.47.569,00.44.44.373,00.44.47.569,00.44.44.373,00.44.47.569,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.45.02.660-00.45.03.755,00.45.02.660,00.45.03.755,00.45.02.208,00.45.04.208,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.45.08.100-00.45.14.594,00.45.08.100,00.45.14.594,00.45.08.100,00.45.14.594,_
3002_30_MINUTES_OR_LESS_00.45.14.894-00.45.18.021,00.45.14.894,00.45.18.021,00.45.14.894,00.45.18.021,_
3002_30_MINUTES_OR_LESS_00.45.58.151-00.46.03.436,00.45.58.151,00.46.03.436,00.45.58.151,00.46.03.436,_
3002_30_MINUTES_OR_LESS_00.46.09.700-00.46.13.759,00.46.09.700,00.46.13.759,00.46.09.700,00.46.13.759,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.46.19.415-00.46.21.098,00.46.19.415,00.46.21.098,00.46.19.257,00.46.21.257,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.46.21.400-00.46.24.485,00.46.21.400,00.46.24.485,00.46.21.400,00.46.24.485,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.46.38.794-00.46.39.983,00.46.38.794,00.46.39.983,00.46.38.389,00.46.40.389,_
3002_30_MINUTES_OR_LESS_00.46.49.624-00.46.50.952,00.46.49.624,00.46.50.952,00.46.49.288,00.46.51.288,_
3002_30_MINUTES_OR_LESS_00.46.50.652-00.46.55.628,00.46.50.652,00.46.55.628,00.46.50.652,00.46.55.628,_
3002_30_MINUTES_OR_LESS_00.46.55.000-00.46.57.107,00.46.55.000,00.46.57.107,00.46.55.000,00.46.57.107,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.47.37.400-00.47.38.380,00.47.37.400,00.47.38.380,00.47.36.890,00.47.38.890,[3002_PERSON8]
3002_30_MINUTES_OR_LESS_00.47.39.000-00.47.43.124,00.47.39.000,00.47.43.124,00.47.39.000,00.47.43.124,[3002_PERSON8]
3002_30_MINUTES_OR_LESS_00.47.51.000-00.47.56.382,00.47.51.000,00.47.56.382,00.47.51.000,00.47.56.382,[3002_PERSON8]
3002_30_MINUTES_OR_LESS_00.47.56.682-00.47.59.269,00.47.56.682,00.47.59.269,00.47.56.682,00.47.59.269,[3002_PERSON8]
3002_30_MINUTES_OR_LESS_00.48.07.100-00.48.10.712,00.48.07.100,00.48.10.712,00.48.07.100,00.48.10.712,"[3002_PERSON8],[3002_PERSON2],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.48.27.100-00.48.29.356,00.48.27.100,00.48.29.356,00.48.27.100,00.48.29.356,_
3002_30_MINUTES_OR_LESS_00.48.54.700-00.48.56.567,00.48.54.700,00.48.56.567,00.48.54.634,00.48.56.634,[3002_PERSON8]
3002_30_MINUTES_OR_LESS_00.49.21.100-00.49.24.541,00.49.21.100,00.49.24.541,00.49.21.100,00.49.24.541,_
3002_30_MINUTES_OR_LESS_00.49.26.000-00.49.30.210,00.49.26.000,00.49.30.210,00.49.26.000,00.49.30.210,_
3002_30_MINUTES_OR_LESS_00.49.38.244-00.49.40.068,00.49.38.244,00.49.40.068,00.49.38.156,00.49.40.156,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.49.46.100-00.49.50.397,00.49.46.100,00.49.50.397,00.49.46.100,00.49.50.397,_
3002_30_MINUTES_OR_LESS_00.49.54.842-00.49.58.109,00.49.54.842,00.49.58.109,00.49.54.842,00.49.58.109,_
3002_30_MINUTES_OR_LESS_00.49.58.450-00.50.00.949,00.49.58.450,00.50.00.949,00.49.58.450,00.50.00.949,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.50.01.925-00.50.07.021,00.50.01.925,00.50.07.021,00.50.01.925,00.50.07.021,_
3002_30_MINUTES_OR_LESS_00.50.10.000-00.50.14.307,00.50.10.000,00.50.14.307,00.50.10.000,00.50.14.307,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.50.15.701-00.50.17.267,00.50.15.701,00.50.17.267,00.50.15.484,00.50.17.484,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.50.24.000-00.50.28.517,00.50.24.000,00.50.28.517,00.50.24.000,00.50.28.517,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.50.32.796-00.50.35.503,00.50.32.796,00.50.35.503,00.50.32.796,00.50.35.503,_
3002_30_MINUTES_OR_LESS_00.50.35.503-00.50.37.656,00.50.35.503,00.50.37.656,00.50.35.503,00.50.37.656,_
3002_30_MINUTES_OR_LESS_00.50.40.140-00.50.45.646,00.50.40.140,00.50.45.646,00.50.40.140,00.50.45.646,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.50.52.000-00.50.55.376,00.50.52.000,00.50.55.376,00.50.52.000,00.50.55.376,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.50.54.776-00.51.00.572,00.50.54.776,00.51.00.572,00.50.54.776,00.51.00.572,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.51.00.045-00.51.01.014,00.51.00.045,00.51.01.014,00.50.59.530,00.51.01.530,_
3002_30_MINUTES_OR_LESS_00.51.06.065-00.51.09.674,00.51.06.065,00.51.09.674,00.51.06.065,00.51.09.674,_
3002_30_MINUTES_OR_LESS_00.51.14.343-00.51.17.428,00.51.14.343,00.51.17.428,00.51.14.343,00.51.17.428,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.51.17.128-00.51.20.185,00.51.17.128,00.51.20.185,00.51.17.128,00.51.20.185,_
3002_30_MINUTES_OR_LESS_00.51.22.621-00.51.27.262,00.51.22.621,00.51.27.262,00.51.22.621,00.51.27.262,_
3002_30_MINUTES_OR_LESS_00.51.32.000-00.51.37.265,00.51.32.000,00.51.37.265,00.51.32.000,00.51.37.265,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.51.38.000-00.51.42.263,00.51.38.000,00.51.42.263,00.51.38.000,00.51.42.263,_
3002_30_MINUTES_OR_LESS_00.51.44.874-00.51.47.092,00.51.44.874,00.51.47.092,00.51.44.874,00.51.47.092,_
3002_30_MINUTES_OR_LESS_00.51.51.792-00.51.57.260,00.51.51.792,00.51.57.260,00.51.51.792,00.51.57.260,_
3002_30_MINUTES_OR_LESS_00.52.01.700-00.52.03.814,00.52.01.700,00.52.03.814,00.52.01.700,00.52.03.814,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.52.08.867-00.52.11.553,00.52.08.867,00.52.11.553,00.52.08.867,00.52.11.553,_
3002_30_MINUTES_OR_LESS_00.52.13.000-00.52.16.229,00.52.13.000,00.52.16.229,00.52.13.000,00.52.16.229,_
3002_30_MINUTES_OR_LESS_00.52.14.729-00.52.17.486,00.52.14.729,00.52.17.486,00.52.14.729,00.52.17.486,_
3002_30_MINUTES_OR_LESS_00.52.17.486-00.52.22.341,00.52.17.486,00.52.22.341,00.52.17.486,00.52.22.341,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.52.22.341-00.52.26.671,00.52.22.341,00.52.26.671,00.52.22.341,00.52.26.671,_
3002_30_MINUTES_OR_LESS_00.52.22.209-00.52.24.857,00.52.22.209,00.52.24.857,00.52.22.209,00.52.24.857,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.52.28.902-00.52.31.479,00.52.28.902,00.52.31.479,00.52.28.902,00.52.31.479,_
3002_30_MINUTES_OR_LESS_00.52.37.155-00.52.40.281,00.52.37.155,00.52.40.281,00.52.37.155,00.52.40.281,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.52.50.271-00.52.53.612,00.52.50.271,00.52.53.612,00.52.50.271,00.52.53.612,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.53.46.500-00.53.50.785,00.53.46.500,00.53.50.785,00.53.46.500,00.53.50.785,_
3002_30_MINUTES_OR_LESS_00.53.50.785-00.53.52.272,00.53.50.785,00.53.52.272,00.53.50.529,00.53.52.529,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.53.52.272-00.53.55.772,00.53.52.272,00.53.55.772,00.53.52.272,00.53.55.772,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.53.57.485-00.54.01.556,00.53.57.485,00.54.01.556,00.53.57.485,00.54.01.556,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.54.01.856-00.54.06.623,00.54.01.856,00.54.06.623,00.54.01.856,00.54.06.623,_
3002_30_MINUTES_OR_LESS_00.54.06.623-00.54.10.391,00.54.06.623,00.54.10.391,00.54.06.623,00.54.10.391,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.54.10.391-00.54.14.109,00.54.10.391,00.54.14.109,00.54.10.391,00.54.14.109,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.54.33.707-00.54.35.999,00.54.33.707,00.54.35.999,00.54.33.707,00.54.35.999,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.54.38.000-00.54.42.836,00.54.38.000,00.54.42.836,00.54.38.000,00.54.42.836,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.54.46.538-00.54.48.708,00.54.46.538,00.54.48.708,00.54.46.538,00.54.48.708,_
3002_30_MINUTES_OR_LESS_00.55.21.000-00.55.24.898,00.55.21.000,00.55.24.898,00.55.21.000,00.55.24.898,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.55.24.598-00.55.26.230,00.55.24.598,00.55.26.230,00.55.24.414,00.55.26.414,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.55.49.200-00.55.59.057,00.55.49.200,00.55.59.057,00.55.49.200,00.55.59.057,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.56.00.164-00.56.01.161,00.56.00.164,00.56.01.161,00.55.59.663,00.56.01.663,_
3002_30_MINUTES_OR_LESS_00.56.11.000-00.56.15.461,00.56.11.000,00.56.15.461,00.56.11.000,00.56.15.461,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.56.21.009-00.56.26.890,00.56.21.009,00.56.26.890,00.56.21.009,00.56.26.890,_
3002_30_MINUTES_OR_LESS_00.56.26.890-00.56.29.257,00.56.26.890,00.56.29.257,00.56.26.890,00.56.29.257,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_00.56.45.400-00.56.46.845,00.56.45.400,00.56.46.845,00.56.45.123,00.56.47.123,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.57.22.316-00.57.23.374,00.57.22.316,00.57.23.374,00.57.21.845,00.57.23.845,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.57.32.600-00.57.36.366,00.57.32.600,00.57.36.366,00.57.32.600,00.57.36.366,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.57.58.000-00.57.59.125,00.57.58.000,00.57.59.125,00.57.57.563,00.57.59.563,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.57.59.812-00.58.01.664,00.57.59.812,00.58.01.664,00.57.59.738,00.58.01.738,"[3002_PERSON2],[3002_PERSON1]"
3002_30_MINUTES_OR_LESS_00.58.01.664-00.58.04.186,00.58.01.664,00.58.04.186,00.58.01.664,00.58.04.186,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.58.09.735-00.58.15.534,00.58.09.735,00.58.15.534,00.58.09.735,00.58.15.534,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.58.16.000-00.58.18.301,00.58.16.000,00.58.18.301,00.58.16.000,00.58.18.301,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.58.20.200-00.58.23.754,00.58.20.200,00.58.23.754,00.58.20.200,00.58.23.754,"[3002_PERSON2],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.58.26.170-00.58.29.994,00.58.26.170,00.58.29.994,00.58.26.170,00.58.29.994,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.58.42.287-00.58.45.665,00.58.42.287,00.58.45.665,00.58.42.287,00.58.45.665,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.58.51.477-00.58.55.888,00.58.51.477,00.58.55.888,00.58.51.477,00.58.55.888,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.59.37.000-00.59.38.173,00.59.37.000,00.59.38.173,00.59.36.587,00.59.38.587,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.59.42.100-00.59.50.017,00.59.42.100,00.59.50.017,00.59.42.100,00.59.50.017,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_01.00.04.000-01.00.05.560,01.00.04.000,01.00.05.560,01.00.03.780,01.00.05.780,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.00.07.180-01.00.08.857,01.00.07.180,01.00.08.857,01.00.07.019,01.00.09.019,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_01.00.13.630-01.00.15.665,01.00.13.630,01.00.15.665,01.00.13.630,01.00.15.665,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.00.16.000-01.00.19.228,01.00.16.000,01.00.19.228,01.00.16.000,01.00.19.228,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.00.48.000-01.00.49.255,01.00.48.000,01.00.49.255,01.00.47.628,01.00.49.628,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.00.52.972-01.00.56.220,01.00.52.972,01.00.56.220,01.00.52.972,01.00.56.220,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.01.25.200-01.01.32.131,01.01.25.200,01.01.32.131,01.01.25.200,01.01.32.131,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_01.01.32.093-01.01.34.829,01.01.32.093,01.01.34.829,01.01.32.093,01.01.34.829,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.01.34.829-01.01.36.086,01.01.34.829,01.01.36.086,01.01.34.458,01.01.36.458,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_01.01.37.784-01.01.40.558,01.01.37.784,01.01.40.558,01.01.37.784,01.01.40.558,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.01.58.000-01.02.03.270,01.01.58.000,01.02.03.270,01.01.58.000,01.02.03.270,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_01.02.04.379-01.02.06.786,01.02.04.379,01.02.06.786,01.02.04.379,01.02.06.786,"[3002_PERSON10],[3002_PERSON3]"
